name,cgpa
bub,9.410000
buj,9.660000
bui,9.790000
buk,9.920000
bun,9.940000
btw,9.960000
bsp,9.080000
bsu,9.300000
bsn,9.330000
bsy,9.440000
bsi,9.910000
brv,9.170000
brd,9.350000
bsb,9.370000
bri,9.460000
bsh,9.650000
brq,9.780000
bqx,9.330000
bpz,9.680000
bqt,9.790000
bpw,9.860000
bqr,9.910000
bpd,9.090000
bos,9.260000
bpf,9.450000
bpg,9.550000
bpk,9.730000
bou,9.840000
bow,9.840000
bpm,9.850000
bpj,9.920000
boz,9.930000
bnp,9.340000
boe,9.380000
bop,9.390000
bol,9.450000
bnv,9.720000
bnn,9.750000
bnl,9.870000
bnd,9.370000
bmv,9.510000
bmq,9.690000
bmh,9.860000
bmu,9.970000
bls,9.110000
bly,9.430000
blm,9.470000
blu,9.470000
blr,9.820000
blq,9.830000
blw,9.870000
blj,9.880000
bmd,9.970000
bki,9.120000
bkx,9.270000
bkp,9.450000
bjt,9.720000
bix,9.070000
bjr,9.300000
bjb,9.410000
bji,9.420000
bjc,9.480000
biy,9.950000
bhr,9.070000
bhu,9.260000
bia,9.450000
bhj,9.730000
bhm,9.840000
bil,9.970000
bgj,9.370000
bgy,9.470000
bge,9.710000
bgv,9.900000
bfv,9.100000
bfs,9.250000
bfw,9.290000
bfn,9.330000
bfo,9.400000
bff,9.510000
bey,9.530000
beu,9.780000
bfd,9.980000
bdp,9.030000
beg,9.480000
bei,9.540000
beb,9.550000
bdt,9.740000
bdr,9.870000
bef,9.990000
bdi,9.220000
bdn,9.430000
bdc,9.510000
bdf,9.600000
bcp,9.660000
bdh,9.940000
bbi,9.290000
bbu,9.960000
bcg,9.970000
bae,9.100000
baq,9.340000
bat,9.530000
bao,9.540000
bab,9.750000
ayt,9.360000
aze,9.380000
ays,9.570000
axq,9.720000
ayn,9.770000
ayd,9.860000
axs,10.000000
awe,9.020000
axe,9.060000
awj,9.170000
awg,9.230000
awv,9.350000
axc,9.550000
awk,9.880000
axa,9.990000
auz,9.050000
awa,9.110000
avh,9.130000
auy,9.270000
avo,9.540000
avr,9.590000
avs,9.590000
avu,9.710000
avz,9.810000
avk,9.950000
auq,9.030000
atx,9.100000
aua,9.200000
atv,9.220000
aub,9.220000
aut,9.260000
aup,9.270000
auk,9.630000
aug,9.780000
atz,9.830000
auh,9.900000
ato,9.010000
asy,9.020000
ast,9.180000
atf,9.590000
atp,9.690000
asn,9.750000
atd,9.780000
arp,9.050000
art,9.060000
asb,9.140000
ari,9.280000
arr,9.420000
ary,9.470000
asg,9.550000
arq,9.620000
arx,9.710000
aro,9.720000
aru,9.860000
aqt,9.460000
ard,9.500000
aqo,9.520000
app,9.030000
apy,9.030000
apt,9.130000
aps,9.190000
apq,9.560000
apk,9.620000
aph,9.700000
apr,9.730000
aoa,9.030000
aot,9.430000
ant,9.580000
ans,9.590000
aog,9.610000
anw,9.770000
aol,9.850000
anq,9.870000
anv,9.870000
anf,9.310000
anm,9.380000
ang,9.640000
amj,9.750000
amo,9.770000
anb,9.930000
ami,9.990000
ale,9.220000
alt,9.390000
alz,9.530000
alv,9.550000
amf,9.570000
alo,9.740000
all,9.750000
alg,9.860000
akn,9.110000
akw,9.140000
akq,9.570000
ajy,9.610000
akd,9.700000
akp,9.970000
ajr,9.170000
aiy,9.240000
aji,9.720000
air,9.760000
aiu,9.790000
aiv,9.890000
ahp,9.060000
ahx,9.660000
aij,9.680000
ahn,9.820000
ahh,9.020000
ahb,9.170000
agg,9.180000
agn,9.740000
aha,9.780000
afl,9.360000
aey,9.450000
afs,9.560000
aga,9.620000
aez,9.810000
afv,9.930000
afn,9.970000
aek,9.150000
aen,9.170000
aer,9.340000
ads,9.380000
aeh,9.890000
aee,9.990000
acs,9.070000
act,9.110000
ade,9.190000
acv,9.450000
acx,9.450000
adq,9.720000
aah,9.080000
abp,9.130000
aat,9.250000
abj,9.250000
aaw,9.290000
aag,9.310000
abe,9.330000
aad,9.500000
acf,9.500000
abc,9.510000
abl,9.530000
abb,9.570000
acj,9.590000
aac,9.730000
aap,9.730000
aao,9.820000
aci,9.870000
abo,9.890000
abh,9.930000
